GROUP,Image1,Image2,Image3,Image4,CorrectAnswer,Target,G_Target,Condition,Target AOI,Competitor AOI,NovelDistractor,ExistingDistrator,TargetOnset
8,NWtornadus.bmp,EDfly.bmp,ND_29.bmp,BWbiscuit.bmp,4,Tbiscuit.wav,8_Tbiscuit.wav,Untrained,4,1,3,2,451
1,NWtattefe.bmp,ND_4.bmp,EDcorn.bmp,BWblossom.bmp,4,Tblossom.wav,1_Tblossom.wav,Untrained,4,1,2,3,532
2,NWskeledu.bmp,EDfly.bmp,ND_29.bmp,BWblossom.bmp,4,Tblossom.wav,2_Tblossom.wav,Untrained,4,1,3,2,532
3,NWblossail.bmp,EDnewspaper.bmp,ND_27.bmp,BWblossom.bmp,4,Tblossom.wav,3_Tblossom.wav,UnconsolidatedDisplayed,4,1,3,2,532
5,NWblossail.bmp,ND_3.bmp,EDsaddle.bmp,BWblossom.bmp,4,Tblossom.wav,5_Tblossom.wav,ConsolidatedDisplayed,4,1,2,3,532
7,NWblossail.bmp,ND_3.bmp,EDsaddle.bmp,BWblossom.bmp,4,Tblossom.wav,7_Tblossom.wav,ConsolidatedDisplayed,4,1,2,3,532
1,ND_5.bmp,EDmagnet.bmp,BWbracelet.bmp,NWbracelop.bmp,3,Tbracelet.wav,1_Tbracelet.wav,ConsolidatedDisplayed,3,4,1,2,468
3,ND_6.bmp,EDfly.bmp,BWbracelet.bmp,NWspidet.bmp,3,Tbracelet.wav,3_Tbracelet.wav,Untrained,3,4,1,2,468
4,EDcorn.bmp,ND_31.bmp,BWbracelet.bmp,NWsignatik.bmp,3,Tbracelet.wav,4_Tbracelet.wav,Untrained,3,4,2,1,468
5,EDiron.bmp,ND_29.bmp,BWbracelet.bmp,NWbracelop.bmp,3,Tbracelet.wav,5_Tbracelet.wav,UnconsolidatedDisplayed,3,4,2,1,468
7,EDiron.bmp,ND_29.bmp,BWbracelet.bmp,NWbracelop.bmp,3,Tbracelet.wav,7_Tbracelet.wav,UnconsolidatedDisplayed,3,4,2,1,468
2,NWbrambo.bmp,EDmitten.bmp,ND_28.bmp,BWbramble.bmp,4,Tbramble.wav,2_Tbramble.wav,UnconsolidatedDisplayed,4,1,3,2,433
4,NWbrambo.bmp,ND_4.bmp,EDpen.bmp,BWbramble.bmp,4,Tbramble.wav,4_Tbramble.wav,ConsolidatedDisplayed,4,1,2,3,433
5,EDcash.bmp,ND_30.bmp,BWbramble.bmp,NWspidet.bmp,3,Tbramble.wav,5_Tbramble.wav,Untrained,3,4,2,1,433
6,NWskeledu.bmp,ND_5.bmp,EDgirl.bmp,BWbramble.bmp,4,Tbramble.wav,6_Tbramble.wav,Untrained,4,1,2,3,433
7,EDcash.bmp,ND_30.bmp,BWbramble.bmp,NWspidet.bmp,3,Tbramble.wav,7_Tbramble.wav,Untrained,3,4,2,1,433
8,NWskeledu.bmp,ND_5.bmp,EDgirl.bmp,BWbramble.bmp,4,Tbramble.wav,8_Tbramble.wav,Untrained,4,1,2,3,433
1,EDcash.bmp,ND_30.bmp,BWbreakfast.bmp,NWrugbock.bmp,3,Tbreakfast.wav,1_Tbreakfast.wav,Untrained,3,4,2,1,433
2,NWtargil.bmp,ND_5.bmp,EDgirl.bmp,BWbreakfast.bmp,4,Tbreakfast.wav,2_Tbreakfast.wav,Untrained,4,1,2,3,433
4,NWbreakfal.bmp,EDmitten.bmp,ND_28.bmp,BWbreakfast.bmp,4,Tbreakfast.wav,4_Tbreakfast.wav,UnconsolidatedDisplayed,4,1,3,2,433
6,NWbreakfal.bmp,ND_4.bmp,EDpen.bmp,BWbreakfast.bmp,4,Tbreakfast.wav,6_Tbreakfast.wav,ConsolidatedDisplayed,4,1,2,3,433
8,NWbreakfal.bmp,ND_4.bmp,EDpen.bmp,BWbreakfast.bmp,4,Tbreakfast.wav,8_Tbreakfast.wav,ConsolidatedDisplayed,4,1,2,3,433
1,EDiron.bmp,ND_29.bmp,BWbroccoli.bmp,NWbroccaroo.bmp,3,Tbroccoli.wav,1_Tbroccoli.wav,UnconsolidatedDisplayed,3,4,2,1,416
3,ND_5.bmp,EDmagnet.bmp,BWbroccoli.bmp,NWbroccaroo.bmp,3,Tbroccoli.wav,3_Tbroccoli.wav,ConsolidatedDisplayed,3,4,1,2,416
5,ND_6.bmp,EDfly.bmp,BWbroccoli.bmp,NWrugbock.bmp,3,Tbroccoli.wav,5_Tbroccoli.wav,Untrained,3,4,1,2,416
6,EDcorn.bmp,ND_31.bmp,BWbroccoli.bmp,NWsiredge.bmp,3,Tbroccoli.wav,6_Tbroccoli.wav,Untrained,3,4,2,1,416
7,ND_6.bmp,EDfly.bmp,BWbroccoli.bmp,NWrugbock.bmp,3,Tbroccoli.wav,7_Tbroccoli.wav,Untrained,3,4,1,2,416
8,EDcorn.bmp,ND_31.bmp,BWbroccoli.bmp,NWsiredge.bmp,3,Tbroccoli.wav,8_Tbroccoli.wav,Untrained,3,4,2,1,416
1,ND_6.bmp,EDfly.bmp,BWbuffalo.bmp,NWsomersaumf.bmp,3,Tbuffalo.wav,1_Tbuffalo.wav,Untrained,3,4,1,2,562
2,EDcorn.bmp,ND_31.bmp,BWbuffalo.bmp,NWpumpkige.bmp,3,Tbuffalo.wav,2_Tbuffalo.wav,Untrained,3,4,2,1,562
3,EDiron.bmp,ND_29.bmp,BWbuffalo.bmp,NWbuffaluk.bmp,3,Tbuffalo.wav,3_Tbuffalo.wav,UnconsolidatedDisplayed,3,4,2,1,562
5,ND_5.bmp,EDmagnet.bmp,BWbuffalo.bmp,NWbuffaluk.bmp,3,Tbuffalo.wav,5_Tbuffalo.wav,ConsolidatedDisplayed,3,4,1,2,562
7,ND_5.bmp,EDmagnet.bmp,BWbuffalo.bmp,NWbuffaluk.bmp,3,Tbuffalo.wav,7_Tbuffalo.wav,ConsolidatedDisplayed,3,4,1,2,562
2,ND_6.bmp,EDhouse.bmp,BWcactus.bmp,NWcactul.bmp,3,Tcactus.wav,2_Tcactus.wav,ConsolidatedDisplayed,3,4,1,2,436
3,ND_32.bmp,BWcactus.bmp,NWsergeast.bmp,EDdoor.bmp,2,Tcactus.wav,3_Tcactus.wav,Untrained,2,3,1,4,436
4,ND_7.bmp,EDdoor.bmp,BWcactus.bmp,NWsiredge.bmp,3,Tcactus.wav,4_Tcactus.wav,Untrained,3,4,1,2,436
6,EDhood.bmp,ND_26.bmp,BWcactus.bmp,NWcactul.bmp,3,Tcactus.wav,6_Tcactus.wav,UnconsolidatedDisplayed,3,4,2,1,436
8,EDhood.bmp,ND_26.bmp,BWcactus.bmp,NWcactul.bmp,3,Tcactus.wav,8_Tcactus.wav,UnconsolidatedDisplayed,3,4,2,1,436
1,EDnet.bmp,BWcaramel.bmp,NWcaramen.bmp,ND_7.bmp,2,Tcaramel.wav,1_Tcaramel.wav,ConsolidatedDisplayed,2,3,4,1,452
3,EDhorn.bmp,BWcaramel.bmp,NWreptite.bmp,ND_8.bmp,2,Tcaramel.wav,3_Tcaramel.wav,Untrained,2,3,4,1,452
4,ND_33.bmp,BWcaramel.bmp,NWpyramon.bmp,EDchildren.bmp,2,Tcaramel.wav,4_Tcaramel.wav,Untrained,2,3,1,4,452
5,ND_31.bmp,BWcaramel.bmp,NWcaramen.bmp,EDdoctor.bmp,2,Tcaramel.wav,5_Tcaramel.wav,UnconsolidatedDisplayed,2,3,1,4,452
7,ND_31.bmp,BWcaramel.bmp,NWcaramen.bmp,EDdoctor.bmp,2,Tcaramel.wav,7_Tcaramel.wav,UnconsolidatedDisplayed,2,3,1,4,452
2,EDhood.bmp,ND_30.bmp,BWcaravan.bmp,NWcaravat.bmp,3,Tcaravan.wav,2_Tcaravan.wav,UnconsolidatedDisplayed,3,4,2,1,492
4,ND_6.bmp,EDhouse.bmp,BWcaravan.bmp,NWcaravat.bmp,3,Tcaravan.wav,4_Tcaravan.wav,ConsolidatedDisplayed,3,4,1,2,492
5,ND_32.bmp,BWcaravan.bmp,NWreptite.bmp,EDdoor.bmp,2,Tcaravan.wav,5_Tcaravan.wav,Untrained,2,3,1,4,492
6,ND_7.bmp,EDdoor.bmp,BWcaravan.bmp,NWpumpkige.bmp,3,Tcaravan.wav,6_Tcaravan.wav,Untrained,3,4,1,2,492
7,ND_32.bmp,BWcaravan.bmp,NWreptite.bmp,EDdoor.bmp,2,Tcaravan.wav,7_Tcaravan.wav,Untrained,2,3,1,4,492
8,ND_7.bmp,EDdoor.bmp,BWcaravan.bmp,NWpumpkige.bmp,3,Tcaravan.wav,8_Tcaravan.wav,Untrained,3,4,1,2,492
1,ND_32.bmp,BWcardigan.bmp,NWpotatuck.bmp,EDdoor.bmp,2,Tcardigan.wav,1_Tcardigan.wav,Untrained,2,3,1,4,491
2,ND_7.bmp,EDdoor.bmp,BWcardigan.bmp,NWsignatik.bmp,3,Tcardigan.wav,2_Tcardigan.wav,Untrained,3,4,1,2,491
4,EDhood.bmp,ND_30.bmp,BWcardigan.bmp,NWcardigite.bmp,3,Tcardigan.wav,4_Tcardigan.wav,UnconsolidatedDisplayed,3,4,2,1,491
6,ND_6.bmp,EDhouse.bmp,BWcardigan.bmp,NWcardigite.bmp,3,Tcardigan.wav,6_Tcardigan.wav,ConsolidatedDisplayed,3,4,1,2,491
8,ND_6.bmp,EDhouse.bmp,BWcardigan.bmp,NWcardigite.bmp,3,Tcardigan.wav,8_Tcardigan.wav,ConsolidatedDisplayed,3,4,1,2,491
2,EDheart.bmp,BWchimpanzee.bmp,NWchimpantu.bmp,ND_8.bmp,2,Tchimpanzee.wav,2_Tchimpanzee.wav,ConsolidatedDisplayed,2,3,4,1,499
3,BWchimpanzee.bmp,EDtractor.bmp,NWpengwove.bmp,ND_34.bmp,1,Tchimpanzee.wav,3_Tchimpanzee.wav,Untrained,1,3,4,2,499
4,EDplane.bmp,BWchimpanzee.bmp,NWpicnin.bmp,ND_9.bmp,2,Tchimpanzee.wav,4_Tchimpanzee.wav,Untrained,2,3,4,1,499
6,ND_32.bmp,BWchimpanzee.bmp,NWchimpantu.bmp,EDgarden.bmp,2,Tchimpanzee.wav,6_Tchimpanzee.wav,UnconsolidatedDisplayed,2,3,1,4,499
8,ND_32.bmp,BWchimpanzee.bmp,NWchimpantu.bmp,EDgarden.bmp,2,Tchimpanzee.wav,8_Tchimpanzee.wav,UnconsolidatedDisplayed,2,3,1,4,499
1,ND_31.bmp,BWchocolate.bmp,NWchocolor.bmp,EDdoctor.bmp,2,Tchocolate.wav,1_Tchocolate.wav,UnconsolidatedDisplayed,2,3,1,4,443
3,EDnet.bmp,BWchocolate.bmp,NWchocolor.bmp,ND_7.bmp,2,Tchocolate.wav,3_Tchocolate.wav,ConsolidatedDisplayed,2,3,4,1,443
5,EDhorn.bmp,BWchocolate.bmp,NWpotatuck.bmp,ND_8.bmp,2,Tchocolate.wav,5_Tchocolate.wav,Untrained,2,3,4,1,443
6,ND_33.bmp,BWchocolate.bmp,NWpicnin.bmp,EDfootball.bmp,2,Tchocolate.wav,6_Tchocolate.wav,Untrained,2,3,1,4,443
7,EDhorn.bmp,BWchocolate.bmp,NWpotatuck.bmp,ND_8.bmp,2,Tchocolate.wav,7_Tchocolate.wav,Untrained,2,3,4,1,443
8,ND_33.bmp,BWchocolate.bmp,NWpicnin.bmp,EDfootball.bmp,2,Tchocolate.wav,8_Tchocolate.wav,Untrained,2,3,1,4,443
1,EDhorn.bmp,BWclarinet.bmp,NWsergeast.bmp,ND_8.bmp,2,Tclarinet.wav,1_Tclarinet.wav,Untrained,2,3,4,1,429
2,ND_33.bmp,BWclarinet.bmp,NWparafe.bmp,EDchildren.bmp,2,Tclarinet.wav,2_Tclarinet.wav,Untrained,2,3,1,4,429
3,ND_31.bmp,BWclarinet.bmp,NWclarinone.bmp,EDdoctor.bmp,2,Tclarinet.wav,3_Tclarinet.wav,UnconsolidatedDisplayed,2,3,1,4,429
5,EDnet.bmp,BWclarinet.bmp,NWclarinone.bmp,ND_7.bmp,2,Tclarinet.wav,5_Tclarinet.wav,ConsolidatedDisplayed,2,3,4,1,429
7,EDnet.bmp,BWclarinet.bmp,NWclarinone.bmp,ND_7.bmp,2,Tclarinet.wav,7_Tclarinet.wav,ConsolidatedDisplayed,2,3,4,1,429
2,ND_32.bmp,BWcostume.bmp,NWcostuke.bmp,EDgarden.bmp,2,Tcostume.wav,2_Tcostume.wav,UnconsolidatedDisplayed,2,3,1,4,458
4,EDheart.bmp,BWcostume.bmp,NWcostuke.bmp,ND_8.bmp,2,Tcostume.wav,4_Tcostume.wav,ConsolidatedDisplayed,2,3,4,1,458
5,BWcostume.bmp,EDtractor.bmp,NWparsnin.bmp,ND_34.bmp,1,Tcostume.wav,5_Tcostume.wav,Untrained,1,3,4,2,458
6,EDplane.bmp,BWcostume.bmp,NWparafe.bmp,ND_9.bmp,2,Tcostume.wav,6_Tcostume.wav,Untrained,2,3,4,1,458
7,BWcostume.bmp,EDtractor.bmp,NWparsnin.bmp,ND_34.bmp,1,Tcostume.wav,7_Tcostume.wav,Untrained,1,3,4,2,458
8,EDplane.bmp,BWcostume.bmp,NWparafe.bmp,ND_9.bmp,2,Tcostume.wav,8_Tcostume.wav,Untrained,2,3,4,1,458
1,BWcrocodile.bmp,EDtractor.bmp,NWornameld.bmp,ND_34.bmp,1,Tcrocodile.wav,1_Tcrocodile.wav,Untrained,1,3,4,2,443
2,EDplane.bmp,BWcrocodile.bmp,NWnuggev.bmp,ND_9.bmp,2,Tcrocodile.wav,2_Tcrocodile.wav,Untrained,2,3,4,1,443
4,ND_32.bmp,BWcrocodile.bmp,NWcrocodol.bmp,EDgarden.bmp,2,Tcrocodile.wav,4_Tcrocodile.wav,UnconsolidatedDisplayed,2,3,1,4,443
6,EDheart.bmp,BWcrocodile.bmp,NWcrocodol.bmp,ND_8.bmp,2,Tcrocodile.wav,6_Tcrocodile.wav,ConsolidatedDisplayed,2,3,4,1,443
8,EDheart.bmp,BWcrocodile.bmp,NWcrocodol.bmp,ND_8.bmp,2,Tcrocodile.wav,8_Tcrocodile.wav,ConsolidatedDisplayed,2,3,4,1,443
2,BWdaffodil.bmp,EDboat.bmp,NWdaffodote.bmp,ND_34.bmp,1,Tdaffodil.wav,2_Tdaffodil.wav,UnconsolidatedDisplayed,1,3,4,2,432
4,BWdaffodil.bmp,ND_10.bmp,NWdaffodote.bmp,EDring.bmp,1,Tdaffodil.wav,4_Tdaffodil.wav,ConsolidatedDisplayed,1,3,2,4,432
5,EDgutter.bmp,NWoctopum.bmp,ND_36.bmp,BWdaffodil.bmp,4,Tdaffodil.wav,5_Tdaffodil.wav,Untrained,4,2,3,1,432
6,BWdaffodil.bmp,ND_11.bmp,NWnapkig.bmp,EDcotton.bmp,1,Tdaffodil.wav,6_Tdaffodil.wav,Untrained,1,3,2,4,432
7,EDgutter.bmp,NWoctopum.bmp,ND_36.bmp,BWdaffodil.bmp,4,Tdaffodil.wav,7_Tdaffodil.wav,Untrained,4,2,3,1,432
8,BWdaffodil.bmp,ND_11.bmp,NWnapkig.bmp,EDcotton.bmp,1,Tdaffodil.wav,8_Tdaffodil.wav,Untrained,1,3,2,4,432
1,BWdinosaur.bmp,EDflag.bmp,NWdinosut.bmp,ND_33.bmp,1,Tdinosaur.wav,1_Tdinosaur.wav,UnconsolidatedDisplayed,1,3,4,2,411
3,BWdinosaur.bmp,ND_9.bmp,NWdinosut.bmp,EDenvelope.bmp,1,Tdinosaur.wav,3_Tdinosaur.wav,ConsolidatedDisplayed,1,3,2,4,411
5,BWdinosaur.bmp,ND_10.bmp,NWornameld.bmp,EDchildren.bmp,1,Tdinosaur.wav,5_Tdinosaur.wav,Untrained,1,3,2,4,411
6,BWdinosaur.bmp,EDchildren.bmp,NWparasheff.bmp,ND_35.bmp,1,Tdinosaur.wav,6_Tdinosaur.wav,Untrained,1,3,4,2,411
7,BWdinosaur.bmp,ND_10.bmp,NWornameld.bmp,EDchildren.bmp,1,Tdinosaur.wav,7_Tdinosaur.wav,Untrained,1,3,2,4,411
8,BWdinosaur.bmp,EDchildren.bmp,NWparasheff.bmp,ND_35.bmp,1,Tdinosaur.wav,8_Tdinosaur.wav,Untrained,1,3,4,2,411
2,BWdolphin.bmp,ND_10.bmp,NWdolphik.bmp,EDring.bmp,1,Tdolphin.wav,2_Tdolphin.wav,ConsolidatedDisplayed,1,3,2,4,509
3,EDgutter.bmp,NWoniot.bmp,ND_36.bmp,BWdolphin.bmp,4,Tdolphin.wav,3_Tdolphin.wav,Untrained,4,2,3,1,509
4,BWdolphin.bmp,ND_11.bmp,NWparasheff.bmp,EDcotton.bmp,1,Tdolphin.wav,4_Tdolphin.wav,Untrained,1,3,2,4,509
6,BWdolphin.bmp,EDcherry.bmp,NWdolphik.bmp,ND_34.bmp,1,Tdolphin.wav,6_Tdolphin.wav,UnconsolidatedDisplayed,1,3,4,2,509
8,BWdolphin.bmp,EDcherry.bmp,NWdolphik.bmp,ND_34.bmp,1,Tdolphin.wav,8_Tdolphin.wav,UnconsolidatedDisplayed,1,3,4,2,509
1,BWdonkey.bmp,ND_9.bmp,NWdonkop.bmp,EDenvelope.bmp,1,Tdonkey.wav,1_Tdonkey.wav,ConsolidatedDisplayed,1,3,2,4,471
3,BWdonkey.bmp,ND_10.bmp,NWparsnin.bmp,EDchildren.bmp,1,Tdonkey.wav,3_Tdonkey.wav,Untrained,1,3,2,4,471
4,BWdonkey.bmp,EDfootball.bmp,NWpelical.bmp,ND_35.bmp,1,Tdonkey.wav,4_Tdonkey.wav,Untrained,1,3,4,2,471
5,BWdonkey.bmp,EDflag.bmp,NWdonkop.bmp,ND_33.bmp,1,Tdonkey.wav,5_Tdonkey.wav,UnconsolidatedDisplayed,1,3,4,2,471
7,BWdonkey.bmp,EDflag.bmp,NWdonkop.bmp,ND_33.bmp,1,Tdonkey.wav,7_Tdonkey.wav,UnconsolidatedDisplayed,1,3,4,2,471
1,BWdungeon.bmp,ND_10.bmp,NWpengwove.bmp,EDchildren.bmp,1,Tdungeon.wav,1_Tdungeon.wav,Untrained,1,3,2,4,494
2,BWdungeon.bmp,EDfootball.bmp,NWnapkig.bmp,ND_35.bmp,1,Tdungeon.wav,2_Tdungeon.wav,Untrained,1,3,4,2,494
3,BWdungeon.bmp,EDflag.bmp,NWdungeoth.bmp,ND_33.bmp,1,Tdungeon.wav,3_Tdungeon.wav,UnconsolidatedDisplayed,1,3,4,2,494
5,BWdungeon.bmp,ND_9.bmp,NWdungeoth.bmp,EDenvelope.bmp,1,Tdungeon.wav,5_Tdungeon.wav,ConsolidatedDisplayed,1,3,2,4,494
7,BWdungeon.bmp,ND_9.bmp,NWdungeoth.bmp,EDenvelope.bmp,1,Tdungeon.wav,7_Tdungeon.wav,ConsolidatedDisplayed,1,3,2,4,494
1,EDgutter.bmp,NWmayonnote.bmp,ND_38.bmp,BWflamingo.bmp,4,Tflamingo.wav,1_Tflamingo.wav,Untrained,4,2,3,1,526
2,BWflamingo.bmp,ND_11.bmp,NWpelical.bmp,EDcotton.bmp,1,Tflamingo.wav,2_Tflamingo.wav,Untrained,1,3,2,4,526
4,BWflamingo.bmp,EDboat.bmp,NWflamingist.bmp,ND_34.bmp,1,Tflamingo.wav,4_Tflamingo.wav,UnconsolidatedDisplayed,1,3,4,2,526
6,BWflamingo.bmp,ND_10.bmp,NWflamingist.bmp,EDpeg.bmp,1,Tflamingo.wav,6_Tflamingo.wav,ConsolidatedDisplayed,1,3,2,4,526
8,BWflamingo.bmp,ND_10.bmp,NWflamingist.bmp,EDpeg.bmp,1,Tflamingo.wav,8_Tflamingo.wav,ConsolidatedDisplayed,1,3,2,4,526
1,ND_11.bmp,NWfountel.bmp,EDplaster.bmp,BWfountain.bmp,4,Tfountain.wav,1_Tfountain.wav,ConsolidatedDisplayed,4,2,1,3,429
3,ND_12.bmp,NWoctopum.bmp,EDhorse.bmp,BWfountain.bmp,4,Tfountain.wav,3_Tfountain.wav,Untrained,4,2,1,3,429
4,EDhorse.bmp,NWnuggev.bmp,ND_37.bmp,BWfountain.bmp,4,Tfountain.wav,4_Tfountain.wav,Untrained,4,2,3,1,429
5,EDcarrot.bmp,NWfountel.bmp,ND_35.bmp,BWfountain.bmp,4,Tfountain.wav,5_Tfountain.wav,UnconsolidatedDisplayed,4,2,3,1,429
7,EDcarrot.bmp,NWfountel.bmp,ND_35.bmp,BWfountain.bmp,4,Tfountain.wav,7_Tfountain.wav,UnconsolidatedDisplayed,4,2,3,1,429
1,EDcarrot.bmp,NWgadgel.bmp,ND_35.bmp,BWgadget.bmp,4,Tgadget.wav,1_Tgadget.wav,UnconsolidatedDisplayed,4,2,3,1,509
3,ND_11.bmp,NWgadgel.bmp,EDplaster.bmp,BWgadget.bmp,4,Tgadget.wav,3_Tgadget.wav,ConsolidatedDisplayed,4,2,1,3,509
5,ND_12.bmp,NWmayonnote.bmp,EDfootball.bmp,BWgadget.bmp,4,Tgadget.wav,5_Tgadget.wav,Untrained,4,2,1,3,509
6,EDhorse.bmp,NWmushrood.bmp,ND_37.bmp,BWgadget.bmp,4,Tgadget.wav,6_Tgadget.wav,Untrained,4,2,3,1,509
7,ND_12.bmp,NWmayonnote.bmp,EDfootball.bmp,BWgadget.bmp,4,Tgadget.wav,7_Tgadget.wav,Untrained,4,2,1,3,509
8,EDhorse.bmp,NWmushrood.bmp,ND_37.bmp,BWgadget.bmp,4,Tgadget.wav,8_Tgadget.wav,Untrained,4,2,3,1,509
2,ND_12.bmp,NWgraffino.bmp,EDpeg.bmp,BWgraffiti.bmp,4,Tgraffiti.wav,2_Tgraffiti.wav,ConsolidatedDisplayed,4,2,1,3,450
3,NWmermiff.bmp,ND_38.bmp,BWgraffiti.bmp,EDpeach.bmp,3,Tgraffiti.wav,3_Tgraffiti.wav,Untrained,3,1,2,4,450
4,ND_13.bmp,NWmushrood.bmp,EDpeach.bmp,BWgraffiti.bmp,4,Tgraffiti.wav,4_Tgraffiti.wav,Untrained,4,2,1,3,450
6,EDboat.bmp,NWgraffino.bmp,ND_36.bmp,BWgraffiti.bmp,4,Tgraffiti.wav,6_Tgraffiti.wav,UnconsolidatedDisplayed,4,2,3,1,450
8,EDboat.bmp,NWgraffino.bmp,ND_36.bmp,BWgraffiti.bmp,4,Tgraffiti.wav,8_Tgraffiti.wav,UnconsolidatedDisplayed,4,2,3,1,450
1,ND_12.bmp,NWoniot.bmp,EDfootball.bmp,BWguitar.bmp,4,Tguitar.wav,1_Tguitar.wav,Untrained,4,2,1,3,478
2,EDhorse.bmp,NWlantobe.bmp,ND_37.bmp,BWguitar.bmp,4,Tguitar.wav,2_Tguitar.wav,Untrained,4,2,3,1,478
3,EDcarrot.bmp,NWguitas.bmp,ND_35.bmp,BWguitar.bmp,4,Tguitar.wav,3_Tguitar.wav,UnconsolidatedDisplayed,4,2,3,1,478
5,ND_11.bmp,NWguitas.bmp,EDplaster.bmp,BWguitar.bmp,4,Tguitar.wav,5_Tguitar.wav,ConsolidatedDisplayed,4,2,1,3,478
7,ND_11.bmp,NWguitas.bmp,EDplaster.bmp,BWguitar.bmp,4,Tguitar.wav,7_Tguitar.wav,ConsolidatedDisplayed,4,2,1,3,478
1,NWgraffino.bmp,ND_38.bmp,BWkangaroo.bmp,EDpeach.bmp,3,Tkangaroo.wav,1_Tkangaroo.wav,Untrained,3,1,2,4,541
2,ND_13.bmp,NWpyramon.bmp,EDgutter.bmp,BWkangaroo.bmp,4,Tkangaroo.wav,2_Tkangaroo.wav,Untrained,4,2,1,3,541
4,EDcherry.bmp,NWkangami.bmp,ND_36.bmp,BWkangaroo.bmp,4,Tkangaroo.wav,4_Tkangaroo.wav,UnconsolidatedDisplayed,4,2,3,1,541
6,ND_12.bmp,NWkangami.bmp,EDring.bmp,BWkangaroo.bmp,4,Tkangaroo.wav,6_Tkangaroo.wav,ConsolidatedDisplayed,4,2,1,3,541
8,ND_12.bmp,NWkangami.bmp,EDring.bmp,BWkangaroo.bmp,4,Tkangaroo.wav,8_Tkangaroo.wav,ConsolidatedDisplayed,4,2,1,3,541
1,NWlantobe.bmp,EDhorseshoe.bmp,BWlantern.bmp,ND_13.bmp,3,Tlantern.wav,1_Tlantern.wav,ConsolidatedDisplayed,3,1,4,2,425
3,NWkangami.bmp,EDtap.bmp,BWlantern.bmp,ND_14.bmp,3,Tlantern.wav,3_Tlantern.wav,Untrained,3,1,4,2,425
4,NWgadgel.bmp,ND_39.bmp,BWlantern.bmp,EDsun.bmp,3,Tlantern.wav,4_Tlantern.wav,Untrained,3,1,2,4,425
5,NWlantobe.bmp,ND_37.bmp,BWlantern.bmp,EDhook.bmp,3,Tlantern.wav,5_Tlantern.wav,UnconsolidatedDisplayed,3,1,2,4,425
7,NWlantobe.bmp,ND_37.bmp,BWlantern.bmp,EDhook.bmp,3,Tlantern.wav,7_Tlantern.wav,UnconsolidatedDisplayed,3,1,2,4,425
2,NWmayonnote.bmp,EDhammer.bmp,BWmayonnaise.bmp,ND_14.bmp,3,Tmayonnaise.wav,2_Tmayonnaise.wav,ConsolidatedDisplayed,3,1,4,2,431
3,ND_40.bmp,BWmayonnaise.bmp,NWdaffodote.bmp,EDplane.bmp,2,Tmayonnaise.wav,3_Tmayonnaise.wav,Untrained,2,3,1,4,431
4,NWguitas.bmp,EDkettle.bmp,BWmayonnaise.bmp,ND_15.bmp,3,Tmayonnaise.wav,4_Tmayonnaise.wav,Untrained,3,1,4,2,431
6,NWmayonnote.bmp,ND_38.bmp,BWmayonnaise.bmp,EDshaker.bmp,3,Tmayonnaise.wav,6_Tmayonnaise.wav,UnconsolidatedDisplayed,3,1,2,4,431
8,NWmayonnote.bmp,ND_38.bmp,BWmayonnaise.bmp,EDshaker.bmp,3,Tmayonnaise.wav,8_Tmayonnaise.wav,UnconsolidatedDisplayed,3,1,2,4,431
2,EDcherry.bmp,NWmermiff.bmp,ND_36.bmp,BWmermaid.bmp,4,Tmermaid.wav,2_Tmermaid.wav,UnconsolidatedDisplayed,4,2,3,1,499
4,ND_12.bmp,NWmermiff.bmp,EDpeg.bmp,BWmermaid.bmp,4,Tmermaid.wav,4_Tmermaid.wav,ConsolidatedDisplayed,4,2,1,3,499
5,NWkangami.bmp,ND_38.bmp,BWmermaid.bmp,EDpeach.bmp,3,Tmermaid.wav,5_Tmermaid.wav,Untrained,3,1,2,4,499
6,ND_13.bmp,NWlantobe.bmp,EDgutter.bmp,BWmermaid.bmp,4,Tmermaid.wav,6_Tmermaid.wav,Untrained,4,2,1,3,499
7,NWkangami.bmp,ND_38.bmp,BWmermaid.bmp,EDpeach.bmp,3,Tmermaid.wav,7_Tmermaid.wav,Untrained,3,1,2,4,499
8,ND_13.bmp,NWlantobe.bmp,EDgutter.bmp,BWmermaid.bmp,4,Tmermaid.wav,8_Tmermaid.wav,Untrained,4,2,1,3,499
1,NWmermiff.bmp,EDhorse.bmp,BWmushroom.bmp,ND_22.bmp,3,Tmushroom.wav,1_Tmushroom.wav,Untrained,3,1,4,2,523
2,NWfountel.bmp,ND_39.bmp,BWmushroom.bmp,EDsun.bmp,3,Tmushroom.wav,2_Tmushroom.wav,Untrained,3,1,2,4,523
3,NWmushrood.bmp,ND_37.bmp,BWmushroom.bmp,EDhook.bmp,3,Tmushroom.wav,3_Tmushroom.wav,UnconsolidatedDisplayed,3,1,2,4,523
5,NWmushrood.bmp,EDhorseshoe.bmp,BWmushroom.bmp,ND_13.bmp,3,Tmushroom.wav,5_Tmushroom.wav,ConsolidatedDisplayed,3,1,4,2,523
7,NWmushrood.bmp,EDhorseshoe.bmp,BWmushroom.bmp,ND_13.bmp,3,Tmushroom.wav,7_Tmushroom.wav,ConsolidatedDisplayed,3,1,4,2,523
